allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
blaCARB-20,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-20,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_020835015.1,NG_054946.1,No,OMC60245.1,JFFP02000005.1,-,326457,327308,+,101.0,952.0,23469330,,,blaCARB-20,2024-01-31.1,Vibrio,carbenicillin-hydrolyzing class A beta-lactamase CARB-20,Vibrio,Vibrio parahaemolyticus CFSAN001595 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-20,,Vibrio parahaemolyticus CFSAN001595,taxon:1365187,Vibrio parahaemolyticus CFSAN001595,CFSAN001595,Vibrio parahaemolyticus CFSAN001595,CFSAN001595,taxon:1365187,Vibrio parahaemolyticus CFSAN001595,http://www.wikidata.org/entity/Q134280
blaCARB-21,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-21,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025632811.1,NG_048724.1,Yes,,CP006005.1,+,1728817,1729668,+,101.0,952.0,,,,blaCARB-21,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-21,Vibrio parahaemolyticus,Vibrio parahaemolyticus O1:Kuk str. FDA_R31 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-21,,Vibrio parahaemolyticus O1:Kuk str. FDA_R31,taxon:1338034,,,Vibrio parahaemolyticus O1:Kuk str. FDA_R31,FDA_R31,taxon:1338034,Vibrio parahaemolyticus O1:Kuk str. FDA_R31,http://www.wikidata.org/entity/Q134280
blaCARB-23,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-23,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025442943.1,NG_048726.1,Yes,,CP007005.1,+,1250346,1251203,+,101.0,958.0,,,,blaCARB-23,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-23,Vibrio parahaemolyticus,Vibrio parahaemolyticus UCM-V493 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-23,,Vibrio parahaemolyticus UCM-V493,taxon:1429044,,,Vibrio parahaemolyticus UCM-V493,UCM-V493,taxon:1429044,Vibrio parahaemolyticus UCM-V493,http://www.wikidata.org/entity/Q134280
blaCARB-25,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-25,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_042771632.1,NG_048728.1,No,DAA64852.1,BK008888.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-25,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-25,Vibrio parahaemolyticus,Vibrio parahaemolyticus M0605 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-25,,Vibrio parahaemolyticus M0605,taxon:1449358,Vibrio parahaemolyticus M0605,M0605,Vibrio parahaemolyticus M0605,M0605,taxon:1449358,Vibrio parahaemolyticus M0605,http://www.wikidata.org/entity/Q134280
blaCARB-26,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-26,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029795186.1,NG_048729.1,No,DAA64861.1,BK008897.1,+,1,852,+,1.0,852.0,25801555,,blaCARB-39,blaCARB-26,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-26,Vibrio parahaemolyticus,Vibrio parahaemolyticus S174 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-26,,Vibrio parahaemolyticus S174,taxon:1394706,Vibrio parahaemolyticus S174,S174,Vibrio parahaemolyticus S174,S174,taxon:1394706,Vibrio parahaemolyticus S174,http://www.wikidata.org/entity/Q134280
blaCARB-27,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-27,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025623492.1,NG_048730.1,No,DAA64860.1,BK008896.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-27,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-27,Vibrio parahaemolyticus,Vibrio parahaemolyticus S020 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-27,,Vibrio parahaemolyticus S020,taxon:1394567,Vibrio parahaemolyticus S020,S020,Vibrio parahaemolyticus S020,S020,taxon:1394567,Vibrio parahaemolyticus S020,http://www.wikidata.org/entity/Q134280
blaCARB-28,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-28,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029839920.1,NG_048731.1,No,DAA64870.1,BK008906.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-28,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-28,Vibrio parahaemolyticus,Vibrio parahaemolyticus S023 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-28,,Vibrio parahaemolyticus S023,taxon:1394570,Vibrio parahaemolyticus S023,S023,Vibrio parahaemolyticus S023,S023,taxon:1394570,Vibrio parahaemolyticus S023,http://www.wikidata.org/entity/Q134280
blaCARB-29,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-29,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029834158.1,NG_048732.1,No,DAA64869.1,BK008905.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-29,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-29,Vibrio parahaemolyticus,Vibrio parahaemolyticus S024 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-29,,Vibrio parahaemolyticus S024,taxon:1394571,Vibrio parahaemolyticus S024,S024,Vibrio parahaemolyticus S024,S024,taxon:1394571,Vibrio parahaemolyticus S024,http://www.wikidata.org/entity/Q134280
blaCARB-30,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-30,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_005498292.1,NG_048734.1,No,DAA64857.1,BK008893.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-30,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-30,Vibrio parahaemolyticus,Vibrio parahaemolyticus S037 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-30,,Vibrio parahaemolyticus S037,taxon:1394584,Vibrio parahaemolyticus S037,S037,Vibrio parahaemolyticus S037,S037,taxon:1394584,Vibrio parahaemolyticus S037,http://www.wikidata.org/entity/Q134280
blaCARB-31,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-31,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025546314.1,NG_048735.1,No,DAA64859.1,BK008895.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-31,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-31,Vibrio parahaemolyticus,Vibrio parahaemolyticus S054 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-31,,Vibrio parahaemolyticus S054,taxon:1394599,Vibrio parahaemolyticus S054,S054,Vibrio parahaemolyticus S054,S054,taxon:1394599,Vibrio parahaemolyticus S054,http://www.wikidata.org/entity/Q134280
blaCARB-32,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-32,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029837067.1,NG_048736.1,No,DAA64856.1,BK008892.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-32,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-32,Vibrio parahaemolyticus,Vibrio parahaemolyticus S100 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-32,,Vibrio parahaemolyticus S100,taxon:1394638,Vibrio parahaemolyticus S100,S100,Vibrio parahaemolyticus S100,S100,taxon:1394638,Vibrio parahaemolyticus S100,http://www.wikidata.org/entity/Q134280
blaCARB-33,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-33,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025535332.1,NG_048737.1,No,DAA64867.1,BK008903.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-33,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-33,Vibrio parahaemolyticus,Vibrio parahaemolyticus S105 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-33,,Vibrio parahaemolyticus S105,taxon:1394641,Vibrio parahaemolyticus S105,S105,Vibrio parahaemolyticus S105,S105,taxon:1394641,Vibrio parahaemolyticus S105,http://www.wikidata.org/entity/Q134280
blaCARB-34,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-34,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_029815111.1,NG_048738.1,No,DAA64865.1,BK008901.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-34,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-34,Vibrio parahaemolyticus,Vibrio parahaemolyticus S115 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-34,,Vibrio parahaemolyticus S115,taxon:1394650,Vibrio parahaemolyticus S115,S115,Vibrio parahaemolyticus S115,S115,taxon:1394650,Vibrio parahaemolyticus S115,http://www.wikidata.org/entity/Q134280
blaCARB-35,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-35,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025521699.1,NG_048739.1,No,DAA64864.1,BK008900.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-35,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-35,Vibrio parahaemolyticus,Vibrio parahaemolyticus S141 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-35,,Vibrio parahaemolyticus S141,taxon:1394675,Vibrio parahaemolyticus S141,S141,Vibrio parahaemolyticus S141,S141,taxon:1394675,Vibrio parahaemolyticus S141,http://www.wikidata.org/entity/Q134280
blaCARB-36,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-36,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025525762.1,NG_048740.1,No,DAA64866.1,BK008902.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-36,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-36,Vibrio parahaemolyticus,Vibrio parahaemolyticus S146 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-36,,Vibrio parahaemolyticus S146,taxon:1394680,Vibrio parahaemolyticus S146,S146,Vibrio parahaemolyticus S146,S146,taxon:1394680,Vibrio parahaemolyticus S146,http://www.wikidata.org/entity/Q134280
blaCARB-38,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-38,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025551322.1,NG_048741.1,No,DAA64862.1,BK008898.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-38,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-38,Vibrio parahaemolyticus,Vibrio parahaemolyticus S164 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-38,,Vibrio parahaemolyticus S164,taxon:1394697,Vibrio parahaemolyticus S164,S164,Vibrio parahaemolyticus S164,S164,taxon:1394697,Vibrio parahaemolyticus S164,http://www.wikidata.org/entity/Q134280
blaCARB-40,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-40,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025816575.1,NG_048743.1,No,DAA64853.1,BK008889.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-40,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-40,Vibrio parahaemolyticus,Vibrio parahaemolyticus TUMSAT_DE1_S1 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-40,,Vibrio parahaemolyticus TUMSAT_DE1_S1,taxon:1441607,Vibrio parahaemolyticus TUMSAT_DE1_S1,TUMSAT_DE1_S1,Vibrio parahaemolyticus TUMSAT_DE1_S1,TUMSAT_DE1_S1,taxon:1441607,Vibrio parahaemolyticus TUMSAT_DE1_S1,http://www.wikidata.org/entity/Q134280
blaCARB-41,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-41,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025788060.1,NG_048744.1,No,DAA64854.1,BK008890.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-41,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-41,Vibrio parahaemolyticus,Vibrio parahaemolyticus TUMSAT_DE2_S2 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-41,,Vibrio parahaemolyticus TUMSAT_DE2_S2,taxon:1441608,Vibrio parahaemolyticus TUMSAT_DE2_S2,TUMSAT_DE2_S2,Vibrio parahaemolyticus TUMSAT_DE2_S2,TUMSAT_DE2_S2,taxon:1441608,Vibrio parahaemolyticus TUMSAT_DE2_S2,http://www.wikidata.org/entity/Q134280
blaCARB-42,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-42,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_005375420.1,NG_048745.1,No,DAA64858.1,BK008894.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-42,2024-01-31.1,Vibrio,carbenicillin-hydrolyzing class A beta-lactamase CARB-42,Vibrio,Vibrio parahaemolyticus TUMSAT_H03_S5 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-42,,Vibrio parahaemolyticus TUMSAT_H03_S5,taxon:1441611,Vibrio parahaemolyticus TUMSAT_H03_S5,TUMSAT_H03_S5,Vibrio parahaemolyticus TUMSAT_H03_S5,TUMSAT_H03_S5,taxon:1441611,Vibrio parahaemolyticus TUMSAT_H03_S5,http://www.wikidata.org/entity/Q134280
blaCARB-43,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-43,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025794721.1,NG_048746.1,No,DAA64855.1,BK008891.1,+,1,852,+,1.0,852.0,25801555,,,blaCARB-43,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-43,Vibrio parahaemolyticus,Vibrio parahaemolyticus TUMSAT_H10_S6 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-43,,Vibrio parahaemolyticus TUMSAT_H10_S6,taxon:1441612,Vibrio parahaemolyticus TUMSAT_H10_S6,TUMSAT_H10_S6,Vibrio parahaemolyticus TUMSAT_H10_S6,TUMSAT_H10_S6,taxon:1441612,Vibrio parahaemolyticus TUMSAT_H10_S6,http://www.wikidata.org/entity/Q134280
blaCARB-47,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-47,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_031841337.1,NG_050564.1,Yes,,AVPX01000003.1,-,539751,540602,+,101.0,952.0,,,,blaCARB-47,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-47,Vibrio parahaemolyticus,Vibrio parahaemolyticus NIHCB0757 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-47,,Vibrio parahaemolyticus NIHCB0757,taxon:1238215,,,Vibrio parahaemolyticus NIHCB0757,NIHCB0757,taxon:1238215,Vibrio parahaemolyticus NIHCB0757,http://www.wikidata.org/entity/Q134280
blaCARB-48,blaCARB,,carbenicillin-hydrolyzing class A beta-lactamase CARB-48,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_025577435.1,NG_050604.1,Yes,,JDFM01000025.1,-,10240,11091,+,101.0,952.0,,,,blaCARB-48,2024-01-31.1,Vibrio parahaemolyticus,carbenicillin-hydrolyzing class A beta-lactamase CARB-48,Vibrio parahaemolyticus,Vibrio parahaemolyticus VPTS-2009 blaCARB,carbenicillin-hydrolyzing class A beta-lactamase CARB-48,,Vibrio parahaemolyticus VPTS-2009,taxon:1238221,,,Vibrio parahaemolyticus VPTS-2009,VPTS-2009,taxon:1238221,Vibrio parahaemolyticus VPTS-2009,http://www.wikidata.org/entity/Q134280
blaCMA-1,blaCMA,,class C beta-lactamase CMA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOTHIN,WP_032974004.1,NG_062222.1,No,AHB24364.1,KF640251.1,+,118,1245,+,101.0,1228.0,,,,blaCMA-1,2024-01-31.1,Cronobacter malonaticus,class C beta-lactamase CMA-1,Cronobacter malonaticus,Cronobacter malonaticus LMG 23826 blaCMA,class C beta-lactamase CMA-1,,Cronobacter malonaticus LMG 23826,taxon:1159491,Cronobacter malonaticus LMG 23826,LMG 23826,Cronobacter malonaticus LMG 23826,LMG 23826,taxon:1159491,Cronobacter malonaticus LMG 23826,http://www.wikidata.org/entity/Q16952839
blaECV-1,blaECV,,subclass B1 metallo-beta-lactamase ECV-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_015266427.1,NG_059320.1,No,AGA78874.1,CP003346.1,-,3119949,3120722,+,101.0,874.0,,,,blaECV-1,2024-01-31.1,Echinicola vietnamensis,subclass B1 metallo-beta-lactamase ECV-1,Echinicola vietnamensis,Echinicola vietnamensis DSM 17526 blaECV,subclass B1 metallo-beta-lactamase ECV-1,,Echinicola vietnamensis DSM 17526,taxon:926556,Echinicola vietnamensis DSM 17526,DSM 17526,Echinicola vietnamensis DSM 17526,DSM 17526,taxon:926556,Echinicola vietnamensis DSM 17526,http://www.wikidata.org/entity/Q25842032
blaFIA-1,blaFIA,,subclass B1 metallo-beta-lactamase FIA-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_041258349.1,NG_057437.1,Yes,,HE796683.1,+,5805810,5806559,+,101.0,850.0,,,,blaFIA-1,2024-01-31.1,Fibrella aestuarina,subclass B1 metallo-beta-lactamase FIA-1,Fibrella aestuarina,Fibrella aestuarina BUZ 2 blaFIA,subclass B1 metallo-beta-lactamase FIA-1,,Fibrella aestuarina BUZ 2,taxon:1166018,,,Fibrella aestuarina BUZ 2,BUZ 2,taxon:1166018,Fibrella aestuarina BUZ 2,http://www.wikidata.org/entity/Q25858584
blaFTU-1,blaFTU,,class A beta-lactamase FTU-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_003023375.1,NG_049110.1,No,CAG45244.1,AJ749949.2,-,630247,631110,+,101.0,964.0,28443249,,,blaFTU-1,2024-01-31.1,Francisella tularensis,class A beta-lactamase FTU-1,Francisella tularensis,Francisella tularensis subsp. tularensis SCHU S4 blaFTU,class A beta-lactamase FTU-1,,Francisella tularensis subsp. tularensis SCHU S4,taxon:177416,Francisella tularensis subsp. tularensis SCHU S4,SCHU S4,Francisella tularensis subsp. tularensis SCHU S4,SCHU S4,taxon:177416,Francisella tularensis subsp. tularensis SCHU S4,http://www.wikidata.org/entity/Q1003460
blaGMA-1,blaGMA,,GMA family class A beta-lactamase GMA-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_012774820.1,NG_080774.1,No,AHJ00703.1,CP007004.1,+,2973952,2974800,+,101.0,949.0,,,,blaGMA-1,2024-01-31.1,Pseudomonadota,GMA family class A beta-lactamase GMA-1,Pseudomonadota,Vibrio parahaemolyticus UCM-V493 blaGMA,GMA family class A beta-lactamase GMA-1,,Vibrio parahaemolyticus UCM-V493,taxon:1429044,Vibrio parahaemolyticus UCM-V493,UCM-V493,Vibrio parahaemolyticus UCM-V493,UCM-V493,taxon:1429044,Vibrio parahaemolyticus UCM-V493,http://www.wikidata.org/entity/Q134280
blaGOB-21,blaGOB,,subclass B3 metallo-beta-lactamase GOB-21,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_024566153.1,NG_067988.1,No,AIL46861.1,CP007547.1,-,3281045,3281917,+,101.0,973.0,,,,blaGOB-21,2024-01-31.1,Elizabethkingia anophelis,subclass B3 metallo-beta-lactamase GOB-21,Elizabethkingia anophelis,Elizabethkingia anophelis NUHP1 blaGOB,subclass B3 metallo-beta-lactamase GOB-21,,Elizabethkingia anophelis NUHP1,taxon:1338011,Elizabethkingia anophelis NUHP1,NUHP1,Elizabethkingia anophelis NUHP1,NUHP1,taxon:1338011,Elizabethkingia anophelis NUHP1,http://www.wikidata.org/entity/Q24976335
blaGOB-39,blaGOB,,subclass B3 metallo-beta-lactamase GOB-39,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_031257659.1,NG_068005.1,Yes,,AVCQ01000016.1,+,276823,277695,+,101.0,973.0,,,,blaGOB-39,2024-01-31.1,Elizabethkingia anophelis,subclass B3 metallo-beta-lactamase GOB-39,Elizabethkingia anophelis,Elizabethkingia anophelis 502 blaGOB,subclass B3 metallo-beta-lactamase GOB-39,,Elizabethkingia anophelis 502,taxon:1355388,,,Elizabethkingia anophelis 502,502,taxon:1355388,Elizabethkingia anophelis 502,http://www.wikidata.org/entity/Q24976335
blaGOB-42,blaGOB,,subclass B3 metallo-beta-lactamase GOB-42,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_047034183.1,NG_068008.2,Yes,,CP006576.1,-,2742052,2742924,+,101.0,973.0,,,,blaGOB-42,2024-01-31.1,Elizabethkingia anophelis,subclass B3 metallo-beta-lactamase GOB-42,Elizabethkingia anophelis,Elizabethkingia anophelis FMS-007 blaGOB,subclass B3 metallo-beta-lactamase GOB-42,,Elizabethkingia anophelis FMS-007,taxon:1352940,,,Elizabethkingia anophelis FMS-007,FMS-007,taxon:1352940,Elizabethkingia anophelis FMS-007,http://www.wikidata.org/entity/Q24976335
,blaIII,,class A beta-lactamase BlaIII,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_000497840.1,NG_148591.1,No,EJR72097.1,AHFI01000047.1,-,24004,24954,+,101.0,1051.0,,,,blaIII,2024-01-31.1,Bacillus cereus group,class A beta-lactamase BlaIII,Bacillus cereus group,Bacillus cereus VD166 blaIII,class A beta-lactamase BlaIII,,Bacillus cereus VD166,taxon:1053240,Bacillus cereus VD166,VD166,Bacillus cereus VD166,VD166,taxon:1053240,Bacillus cereus VD166,http://www.wikidata.org/entity/Q131307
blaIMP-9,blaIMP,,subclass B1 metallo-beta-lactamase IMP-9,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_021018609.1,NG_049223.1,No,AGL46523.1,KC543497.1,-,457140,457877,+,101.0,838.0,16377710,,,blaIMP-9,2024-01-31.1,Pseudomonas aeruginosa,subclass B1 metallo-beta-lactamase IMP-9,Pseudomonas aeruginosa,Pseudomonas aeruginosa PA96 pOZ176 blaIMP,subclass B1 metallo-beta-lactamase IMP-9,,Pseudomonas aeruginosa PA96,taxon:1457392,Pseudomonas aeruginosa PA96,PA96,Pseudomonas aeruginosa PA96,PA96,taxon:1457392,Pseudomonas aeruginosa PA96,http://www.wikidata.org/entity/Q31856
,blaL1,,L1 family subclass B3 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063842669.1,NG_047502.1,No,CAB63488.1,AJ251814.1,+,1,873,+,1.0,873.0,11158734,,,blaL1,2024-01-31.1,Stenotrophomonas maltophilia,L1 family subclass B3 metallo-beta-lactamase,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia K279a blaL1,L1 family subclass B3 metallo-beta-lactamase,,Stenotrophomonas maltophilia K279a,taxon:522373,Stenotrophomonas maltophilia K279a,K279a,Stenotrophomonas maltophilia K279a,K279a,taxon:522373,Stenotrophomonas maltophilia K279a,http://www.wikidata.org/entity/Q142705
blaLEN-13,blaLEN,,class A beta-lactamase LEN-13,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_012968280.1,NG_050777.1,No,ADC58623.1,CP001891.1,+,2841997,2842857,+,101.0,961.0,,,,blaLEN-13,2024-01-31.1,Klebsiella,class A beta-lactamase LEN-13,Klebsiella,Klebsiella variicola At-22 blaLEN,class A beta-lactamase LEN-13,,Klebsiella variicola At-22,taxon:640131,Klebsiella variicola At-22,At-22,Klebsiella variicola At-22,At-22,taxon:640131,Klebsiella variicola At-22,http://www.wikidata.org/entity/Q24976449
blaORR-1,blaORR,,subclass B1 metallo-beta-lactamase ORR-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_109545042.1,NG_059317.1,Yes,,CP003283.1,-,433615,434382,+,101.0,868.0,,,,blaORR-1,2024-01-31.1,Ornithobacterium rhinotracheale,subclass B1 metallo-beta-lactamase ORR-1,Ornithobacterium rhinotracheale,Ornithobacterium rhinotracheale DSM 15997 blaORR,subclass B1 metallo-beta-lactamase ORR-1,,Ornithobacterium rhinotracheale DSM 15997,taxon:867902,,,Ornithobacterium rhinotracheale DSM 15997,DSM 15997,taxon:867902,Ornithobacterium rhinotracheale DSM 15997,http://www.wikidata.org/entity/Q1275398
blaOXA-103,blaOXA,,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_005025422.1,NG_049396.1,No,ENV88740.1,APQF01000011.1,+,291558,292379,+,101.0,922.0,18195058,,,blaOXA-103,2024-01-31.1,Acinetobacter radioresistens,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103,Acinetobacter radioresistens,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 blaOXA,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103,,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788,taxon:981334,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788,CIP 103788,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788,CIP 103788,taxon:981334,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788,http://www.wikidata.org/entity/Q16825019
